Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,086261,2020,02,12,20.1
IDCJAC0016,086261,2020,02,13,27.0
IDCJAC0016,086261,2020,02,14,13.6
IDCJAC0016,086261,2020,02,15,1.8
IDCJAC0016,086261,2020,02,16,24.2
IDCJAC0016,086261,2020,02,17,26.2
IDCJAC0016,086261,2020,02,18,9.4
IDCJAC0016,086261,2020,02,19,8.6
IDCJAC0016,086261,2020,02,20,10.2
IDCJAC0016,086261,2020,02,21,19.4
IDCJAC0016,086261,2020,02,22,23.7
IDCJAC0016,086261,2020,02,23,22.9
IDCJAC0016,086261,2020,02,24,9.1
IDCJAC0016,086261,2020,02,25,9.5
IDCJAC0016,086261,2020,02,26,16.9
IDCJAC0016,086261,2020,02,27,10.9
IDCJAC0016,086261,2020,02,28,13.5
IDCJAC0016,086261,2020,02,29,20.9
IDCJAC0016,086261,2020,03,01,21.2
IDCJAC0016,086261,2020,03,02,17.8
IDCJAC0016,086261,2020,03,03,13.9
IDCJAC0016,086261,2020,03,04,7.3
IDCJAC0016,086261,2020,03,05,4.6
IDCJAC0016,086261,2020,03,06,9.5
IDCJAC0016,086261,2020,03,07,13.4
IDCJAC0016,086261,2020,03,08,19.1
IDCJAC0016,086261,2020,03,09,20.5
IDCJAC0016,086261,2020,03,10,21.8
IDCJAC0016,086261,2020,03,11,18.2
IDCJAC0016,086261,2020,03,12,20.3
IDCJAC0016,086261,2020,03,13,8.9
IDCJAC0016,086261,2020,03,14,16.4
IDCJAC0016,086261,2020,03,15,11.4
IDCJAC0016,086261,2020,03,16,20.6
IDCJAC0016,086261,2020,03,17,20.3
IDCJAC0016,086261,2020,03,18,12.4
IDCJAC0016,086261,2020,03,19,9.8
IDCJAC0016,086261,2020,03,20,12.1
IDCJAC0016,086261,2020,03,21,9.4
IDCJAC0016,086261,2020,03,22,5.6
IDCJAC0016,086261,2020,03,23,10.6
IDCJAC0016,086261,2020,03,24,14.4
IDCJAC0016,086261,2020,03,25,6.6
IDCJAC0016,086261,2020,03,26,16.8
IDCJAC0016,086261,2020,03,27,17.8
IDCJAC0016,086261,2020,03,28,18.2
IDCJAC0016,086261,2020,03,29,7.4
IDCJAC0016,086261,2020,03,30,12.8
IDCJAC0016,086261,2020,03,31,14.5
IDCJAC0016,086261,2020,04,01,15.4
IDCJAC0016,086261,2020,04,02,5.9
IDCJAC0016,086261,2020,04,03,15.3
IDCJAC0016,086261,2020,04,04,7.4
IDCJAC0016,086261,2020,04,05,5.2
IDCJAC0016,086261,2020,04,06,5.7
IDCJAC0016,086261,2020,04,07,8.1
IDCJAC0016,086261,2020,04,08,11.5
IDCJAC0016,086261,2020,04,09,15.8
IDCJAC0016,086261,2020,04,10,11.9
IDCJAC0016,086261,2020,04,11,10.1
IDCJAC0016,086261,2020,04,12,6.4
IDCJAC0016,086261,2020,04,13,11.0
IDCJAC0016,086261,2020,04,14,6.3
IDCJAC0016,086261,2020,04,15,11.3
IDCJAC0016,086261,2020,04,16,9.8
IDCJAC0016,086261,2020,04,17,7.4
IDCJAC0016,086261,2020,04,18,5.8
IDCJAC0016,086261,2020,04,19,9.0
IDCJAC0016,086261,2020,04,20,7.1
IDCJAC0016,086261,2020,04,21,9.6
IDCJAC0016,086261,2020,04,22,8.1
IDCJAC0016,086261,2020,04,23,9.7
IDCJAC0016,086261,2020,04,24,12.1
IDCJAC0016,086261,2020,04,25,10.5
IDCJAC0016,086261,2020,04,26,4.3
IDCJAC0016,086261,2020,04,27,11.7
IDCJAC0016,086261,2020,04,28,10.9
IDCJAC0016,086261,2020,04,29,3.6
IDCJAC0016,086261,2020,04,30,5.2
IDCJAC0016,086261,2020,05,01,3.8
IDCJAC0016,086261,2020,05,02,5.8
IDCJAC0016,086261,2020,05,03,6.9
IDCJAC0016,086261,2020,05,04,6.3
IDCJAC0016,086261,2020,05,05,11.8
IDCJAC0016,086261,2020,05,06,9.5
IDCJAC0016,086261,2020,05,07,6.8
IDCJAC0016,086261,2020,05,08,10.3
IDCJAC0016,086261,2020,05,09,4.5
IDCJAC0016,086261,2020,05,10,9.7
IDCJAC0016,086261,2020,05,11,8.0
IDCJAC0016,086261,2020,05,12,9.3
IDCJAC0016,086261,2020,05,13,3.4
IDCJAC0016,086261,2020,05,14,9.2
IDCJAC0016,086261,2020,05,15,10.7
IDCJAC0016,086261,2020,05,16,10.6
IDCJAC0016,086261,2020,05,17,10.5
IDCJAC0016,086261,2020,05,18,10.4
IDCJAC0016,086261,2020,05,19,5.7
IDCJAC0016,086261,2020,05,20,6.4
IDCJAC0016,086261,2020,05,21,7.1
IDCJAC0016,086261,2020,05,22,6.2
IDCJAC0016,086261,2020,05,23,5.8
IDCJAC0016,086261,2020,05,24,5.3
IDCJAC0016,086261,2020,05,25,9.9
IDCJAC0016,086261,2020,05,26,9.8
IDCJAC0016,086261,2020,05,27,8.4
IDCJAC0016,086261,2020,05,28,7.8
IDCJAC0016,086261,2020,05,29,9.3
IDCJAC0016,086261,2020,05,30,9.4
IDCJAC0016,086261,2020,05,31,6.1
IDCJAC0016,086261,2020,06,01,3.0
IDCJAC0016,086261,2020,06,02,5.0
IDCJAC0016,086261,2020,06,03,6.3
IDCJAC0016,086261,2020,06,04,8.9
IDCJAC0016,086261,2020,06,05,9.2
IDCJAC0016,086261,2020,06,06,4.7
IDCJAC0016,086261,2020,06,07,7.4
IDCJAC0016,086261,2020,06,08,8.2
IDCJAC0016,086261,2020,06,09,9.2
IDCJAC0016,086261,2020,06,10,8.1
IDCJAC0016,086261,2020,06,11,8.8
IDCJAC0016,086261,2020,06,12,9.1
IDCJAC0016,086261,2020,06,13,4.0
IDCJAC0016,086261,2020,06,14,8.8
IDCJAC0016,086261,2020,06,15,5.8
IDCJAC0016,086261,2020,06,16,5.1
IDCJAC0016,086261,2020,06,17,9.0
IDCJAC0016,086261,2020,06,18,8.9
IDCJAC0016,086261,2020,06,19,8.8
IDCJAC0016,086261,2020,06,20,8.3
IDCJAC0016,086261,2020,06,21,4.7
IDCJAC0016,086261,2020,06,22,3.8
IDCJAC0016,086261,2020,06,23,5.1
IDCJAC0016,086261,2020,06,24,6.6
IDCJAC0016,086261,2020,06,25,6.0
IDCJAC0016,086261,2020,06,26,7.4
IDCJAC0016,086261,2020,06,27,7.3
IDCJAC0016,086261,2020,06,28,9.2
IDCJAC0016,086261,2020,06,29,9.2
IDCJAC0016,086261,2020,06,30,7.9
IDCJAC0016,086261,2020,07,01,8.8
IDCJAC0016,086261,2020,07,02,6.3
IDCJAC0016,086261,2020,07,03,3.9
IDCJAC0016,086261,2020,07,04,3.7
IDCJAC0016,086261,2020,07,05,4.4
IDCJAC0016,086261,2020,07,06,4.5
IDCJAC0016,086261,2020,07,07,4.3
IDCJAC0016,086261,2020,07,08,8.8
IDCJAC0016,086261,2020,07,09,8.6
IDCJAC0016,086261,2020,07,10,7.7
IDCJAC0016,086261,2020,07,11,3.5
IDCJAC0016,086261,2020,07,12,6.4
IDCJAC0016,086261,2020,07,13,8.7
IDCJAC0016,086261,2020,07,14,6.2
IDCJAC0016,086261,2020,07,15,9.4
IDCJAC0016,086261,2020,07,16,8.1
IDCJAC0016,086261,2020,07,17,8.7
IDCJAC0016,086261,2020,07,18,7.6
IDCJAC0016,086261,2020,07,19,7.7
IDCJAC0016,086261,2020,07,20,6.8
IDCJAC0016,086261,2020,07,21,5.2
IDCJAC0016,086261,2020,07,22,5.8
IDCJAC0016,086261,2020,07,23,4.8
IDCJAC0016,086261,2020,07,24,9.9
IDCJAC0016,086261,2020,07,25,7.4
IDCJAC0016,086261,2020,07,26,6.8
IDCJAC0016,086261,2020,07,27,4.4
IDCJAC0016,086261,2020,07,28,6.0
IDCJAC0016,086261,2020,07,29,9.6
IDCJAC0016,086261,2020,07,30,9.4
IDCJAC0016,086261,2020,07,31,11.1
IDCJAC0016,086261,2020,08,01,11.3
IDCJAC0016,086261,2020,08,02,11.6
IDCJAC0016,086261,2020,08,03,10.0
IDCJAC0016,086261,2020,08,04,7.2
IDCJAC0016,086261,2020,08,05,8.4
IDCJAC0016,086261,2020,08,06,9.8
IDCJAC0016,086261,2020,08,07,5.4
IDCJAC0016,086261,2020,08,08,6.5
IDCJAC0016,086261,2020,08,09,9.1
IDCJAC0016,086261,2020,08,10,12.6
IDCJAC0016,086261,2020,08,11,11.4
IDCJAC0016,086261,2020,08,12,8.6
IDCJAC0016,086261,2020,08,13,11.0
IDCJAC0016,086261,2020,08,14,6.6
IDCJAC0016,086261,2020,08,15,9.1
IDCJAC0016,086261,2020,08,16,4.5
IDCJAC0016,086261,2020,08,17,9.2
IDCJAC0016,086261,2020,08,18,12.6
IDCJAC0016,086261,2020,08,19,6.7
IDCJAC0016,086261,2020,08,20,7.9
IDCJAC0016,086261,2020,08,21,9.0
IDCJAC0016,086261,2020,08,22,4.9
IDCJAC0016,086261,2020,08,23,8.6
IDCJAC0016,086261,2020,08,24,7.9
IDCJAC0016,086261,2020,08,25,9.1
IDCJAC0016,086261,2020,08,26,12.2
IDCJAC0016,086261,2020,08,27,13.4
IDCJAC0016,086261,2020,08,28,13.7
IDCJAC0016,086261,2020,08,29,15.5
IDCJAC0016,086261,2020,08,30,10.6
IDCJAC0016,086261,2020,08,31,8.5
IDCJAC0016,086261,2020,09,01,16.0
IDCJAC0016,086261,2020,09,02,13.7
IDCJAC0016,086261,2020,09,03,13.1
IDCJAC0016,086261,2020,09,04,14.4
IDCJAC0016,086261,2020,09,05,14.3
IDCJAC0016,086261,2020,09,06,17.0
IDCJAC0016,086261,2020,09,07,17.1
IDCJAC0016,086261,2020,09,08,5.0
IDCJAC0016,086261,2020,09,09,15.3
IDCJAC0016,086261,2020,09,10,17.6
IDCJAC0016,086261,2020,09,11,15.9
IDCJAC0016,086261,2020,09,12,5.2
IDCJAC0016,086261,2020,09,13,13.1
IDCJAC0016,086261,2020,09,14,16.8
IDCJAC0016,086261,2020,09,15,18.6
IDCJAC0016,086261,2020,09,16,18.0
IDCJAC0016,086261,2020,09,17,9.7
IDCJAC0016,086261,2020,09,18,14.8
IDCJAC0016,086261,2020,09,19,11.9
IDCJAC0016,086261,2020,09,20,18.2
IDCJAC0016,086261,2020,09,21,7.4
IDCJAC0016,086261,2020,09,22,14.1
IDCJAC0016,086261,2020,09,23,11.0
IDCJAC0016,086261,2020,09,24,13.6
IDCJAC0016,086261,2020,09,25,8.8
IDCJAC0016,086261,2020,09,26,16.3
IDCJAC0016,086261,2020,09,27,17.6
IDCJAC0016,086261,2020,09,28,17.3
IDCJAC0016,086261,2020,09,29,18.2
IDCJAC0016,086261,2020,09,30,12.2
IDCJAC0016,086261,2020,10,01,19.8
IDCJAC0016,086261,2020,10,02,21.9
IDCJAC0016,086261,2020,10,03,21.3
IDCJAC0016,086261,2020,10,04,12.3
IDCJAC0016,086261,2020,10,05,7.7
IDCJAC0016,086261,2020,10,06,5.7
IDCJAC0016,086261,2020,10,07,9.6
IDCJAC0016,086261,2020,10,08,11.2
IDCJAC0016,086261,2020,10,09,9.3
IDCJAC0016,086261,2020,10,10,18.2
IDCJAC0016,086261,2020,10,11,15.9
IDCJAC0016,086261,2020,10,12,20.6
IDCJAC0016,086261,2020,10,13,11.8
IDCJAC0016,086261,2020,10,14,23.3
IDCJAC0016,086261,2020,10,15,5.5
IDCJAC0016,086261,2020,10,16,21.0
IDCJAC0016,086261,2020,10,17,11.2
IDCJAC0016,086261,2020,10,18,10.0
IDCJAC0016,086261,2020,10,19,9.8
IDCJAC0016,086261,2020,10,20,13.6
IDCJAC0016,086261,2020,10,21,15.1
IDCJAC0016,086261,2020,10,22,22.1
IDCJAC0016,086261,2020,10,23,11.6
IDCJAC0016,086261,2020,10,24,7.8
IDCJAC0016,086261,2020,10,25,15.3
IDCJAC0016,086261,2020,10,26,21.5
IDCJAC0016,086261,2020,10,27,24.4
IDCJAC0016,086261,2020,10,28,23.6
IDCJAC0016,086261,2020,10,29,16.9
IDCJAC0016,086261,2020,10,30,19.3
IDCJAC0016,086261,2020,10,31,7.7
IDCJAC0016,086261,2020,11,01,20.4
IDCJAC0016,086261,2020,11,02,26.8
IDCJAC0016,086261,2020,11,03,26.1
IDCJAC0016,086261,2020,11,04,6.5
IDCJAC0016,086261,2020,11,05,20.4
IDCJAC0016,086261,2020,11,06,11.5
IDCJAC0016,086261,2020,11,07,18.9
IDCJAC0016,086261,2020,11,08,28.8
IDCJAC0016,086261,2020,11,09,28.8
IDCJAC0016,086261,2020,11,10,29.0
IDCJAC0016,086261,2020,11,11,6.6
IDCJAC0016,086261,2020,11,12,21.3
IDCJAC0016,086261,2020,11,13,22.2
IDCJAC0016,086261,2020,11,14,20.4
IDCJAC0016,086261,2020,11,15,14.8
IDCJAC0016,086261,2020,11,16,29.5
IDCJAC0016,086261,2020,11,17,25.6
IDCJAC0016,086261,2020,11,18,29.8
IDCJAC0016,086261,2020,11,19,29.9
IDCJAC0016,086261,2020,11,20,26.3
IDCJAC0016,086261,2020,11,21,17.0
IDCJAC0016,086261,2020,11,22,11.9
IDCJAC0016,086261,2020,11,23,5.1
IDCJAC0016,086261,2020,11,24,13.7
IDCJAC0016,086261,2020,11,25,29.4
IDCJAC0016,086261,2020,11,26,19.6
IDCJAC0016,086261,2020,11,27,28.2
IDCJAC0016,086261,2020,11,28,10.4
IDCJAC0016,086261,2020,11,29,13.8
IDCJAC0016,086261,2020,11,30,30.9
IDCJAC0016,086261,2020,12,01,5.8
IDCJAC0016,086261,2020,12,02,24.2
IDCJAC0016,086261,2020,12,03,31.4
IDCJAC0016,086261,2020,12,04,29.5
IDCJAC0016,086261,2020,12,05,6.5
IDCJAC0016,086261,2020,12,06,17.9
IDCJAC0016,086261,2020,12,07,18.4
IDCJAC0016,086261,2020,12,08,14.4
IDCJAC0016,086261,2020,12,09,28.2
IDCJAC0016,086261,2020,12,10,27.6
IDCJAC0016,086261,2020,12,11,31.9
IDCJAC0016,086261,2020,12,12,31.9
IDCJAC0016,086261,2020,12,13,27.7
IDCJAC0016,086261,2020,12,14,31.9
IDCJAC0016,086261,2020,12,15,28.2
IDCJAC0016,086261,2020,12,16,14.4
IDCJAC0016,086261,2020,12,17,25.8
IDCJAC0016,086261,2020,12,18,17.0
IDCJAC0016,086261,2020,12,19,18.0
IDCJAC0016,086261,2020,12,20,27.3
IDCJAC0016,086261,2020,12,21,10.7
IDCJAC0016,086261,2020,12,22,5.2
IDCJAC0016,086261,2020,12,23,16.4
IDCJAC0016,086261,2020,12,24,13.1
IDCJAC0016,086261,2020,12,25,24.7
IDCJAC0016,086261,2020,12,26,31.9
IDCJAC0016,086261,2020,12,27,6.9
IDCJAC0016,086261,2020,12,28,22.3
IDCJAC0016,086261,2020,12,29,31.6
IDCJAC0016,086261,2020,12,30,29.9
IDCJAC0016,086261,2020,12,31,8.4
